3.365350907943630288e-02,4.444444444444444753e-01,7.500000000000000000e-01,1.297872340425532123e-01,6.666666666666666297e-01,0.000000000000000000e+00,3.750000000000000000e-01,4.166666666666666297e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.556988945757087045e-02,5.555555555555555802e-01,6.250000000000000000e-01,1.072013093289689162e-01,3.333333333333333148e-01,0.000000000000000000e+00,3.750000000000000000e-01,3.333333333333333703e-01,3.333333333333333148e-01,3.801128349788434613e-01
5.527121456449086978e-02,4.444444444444444753e-01,3.750000000000000000e-01,1.855973813420622176e-01,6.666666666666666297e-01,0.000000000000000000e+00,3.750000000000000000e-01,5.000000000000000000e-01,3.333333333333333148e-01,3.413258110014104063e-01
3.318609923111080079e-02,6.666666666666665186e-01,5.000000000000000000e-01,2.410801963993453589e-01,6.666666666666666297e-01,0.000000000000000000e+00,3.750000000000000000e-01,4.166666666666666297e-01,0.000000000000000000e+00,4.273624823695345576e-01
1.776157423636915908e-03,5.555555555555555802e-01,7.500000000000000000e-01,1.099836333878887185e-01,3.333333333333333148e-01,5.000000000000000000e-01,3.750000000000000000e-01,4.166666666666666297e-01,0.000000000000000000e+00,1.861777150916784085e-01
1.339549884316062478e-01,6.666666666666665186e-01,6.250000000000000000e-01,1.592471358428805273e-01,6.666666666666666297e-01,5.000000000000000000e-01,3.750000000000000000e-01,4.166666666666666297e-01,3.333333333333333148e-01,3.293370944992947691e-01
3.586435766201593461e-02,4.444444444444444753e-01,7.500000000000000000e-01,1.649754500818330638e-01,3.333333333333333148e-01,5.000000000000000000e-01,3.750000000000000000e-01,3.333333333333333703e-01,0.000000000000000000e+00,5.289139633286318309e-01
3.956156956227067228e-02,4.444444444444444753e-01,7.500000000000000000e-01,1.463175122749590940e-01,3.333333333333333148e-01,0.000000000000000000e+00,3.750000000000000000e-01,2.499999999999999722e-01,0.000000000000000000e+00,3.173483779971791319e-01
4.901727079389562453e-02,6.666666666666665186e-01,5.000000000000000000e-01,2.256955810147299735e-01,6.666666666666666297e-01,5.000000000000000000e-01,3.750000000000000000e-01,5.000000000000000000e-01,3.333333333333333148e-01,5.881523272214386200e-01
3.810792493397835434e-02,6.666666666666665186e-01,7.500000000000000000e-01,1.630114566284779076e-01,6.666666666666666297e-01,5.000000000000000000e-01,3.750000000000000000e-01,4.166666666666666297e-01,0.000000000000000000e+00,3.222849083215796884e-01
4.019724695599335984e-02,6.666666666666665186e-01,5.000000000000000000e-01,1.361702127659574491e-01,6.666666666666666297e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.833333333333333703e-01,3.333333333333333148e-01,3.427362482369534225e-01
1.091869405688377856e-02,3.333333333333333148e-01,3.750000000000000000e-01,1.302782324058919805e-01,3.333333333333333148e-01,0.000000000000000000e+00,2.500000000000000000e-01,2.499999999999999722e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.028301666316109100e-02,4.444444444444444753e-01,7.500000000000000000e-01,1.178396072013093432e-01,3.333333333333333148e-01,5.000000000000000000e-01,2.500000000000000000e-01,2.499999999999999722e-01,0.000000000000000000e+00,1.692524682651621870e-01
3.810325083549510189e-02,7.777777777777776791e-01,5.000000000000000000e-01,2.284779050736497619e-01,6.666666666666666297e-01,5.000000000000000000e-01,3.750000000000000000e-01,4.166666666666666297e-01,3.333333333333333148e-01,6.135401974612129106e-01
5.161139545210217255e-02,3.333333333333333148e-01,5.000000000000000000e-01,1.409165302782324214e-01,3.333333333333333148e-01,0.000000000000000000e+00,1.250000000000000000e-01,1.666666666666666574e-01,0.000000000000000000e+00,3.801128349788434613e-01
4.928369440744116009e-02,7.777777777777776791e-01,5.000000000000000000e-01,3.348608837970540320e-01,6.666666666666666297e-01,5.000000000000000000e-01,3.750000000000000000e-01,4.166666666666666297e-01,3.333333333333333148e-01,5.881523272214386200e-01
4.181448503119960386e-02,3.333333333333333148e-01,1.000000000000000000e+00,1.060556464811784061e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.333333333333334259e-02,0.000000000000000000e+00,2.566995768688293267e-01
3.473322582906821637e-02,4.444444444444444753e-01,5.000000000000000000e-01,1.497545008183306103e-01,3.333333333333333148e-01,0.000000000000000000e+00,3.750000000000000000e-01,3.333333333333333703e-01,3.333333333333333148e-01,3.490832157968970506e-01
3.818738460819369115e-03,5.555555555555555802e-01,5.000000000000000000e-01,1.237315875613748117e-01,6.666666666666666297e-01,5.000000000000000000e-01,2.500000000000000000e-01,1.666666666666666574e-01,3.333333333333333148e-01,3.102961918194640512e-01
4.051041155437144770e-02,6.666666666666665186e-01,5.000000000000000000e-01,6.284779050736498396e-02,6.666666666666666297e-01,5.000000000000000000e-01,3.750000000000000000e-01,5.000000000000000000e-01,3.333333333333333148e-01,2.820874471086036728e-01
3.896328495641403211e-02,5.555555555555555802e-01,5.000000000000000000e-01,1.322422258592471367e-01,6.666666666666666297e-01,5.000000000000000000e-01,3.750000000000000000e-01,4.166666666666666297e-01,3.333333333333333148e-01,2.743300423131170840e-01
9.341653228633525763e-02,4.444444444444444753e-01,5.000000000000000000e-01,1.178396072013093432e-01,6.666666666666666297e-01,0.000000000000000000e+00,5.000000000000000000e-01,4.166666666666666297e-01,3.333333333333333148e-01,2.200282087447108514e-01
3.503236813199653993e-02,6.666666666666665186e-01,5.000000000000000000e-01,1.558101472995090109e-01,6.666666666666666297e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,3.333333333333333148e-01,3.906911142454160824e-01
4.832550421837387977e-02,6.666666666666665186e-01,5.000000000000000000e-01,2.337152209492635302e-01,6.666666666666666297e-01,0.000000000000000000e+00,3.750000000000000000e-01,3.333333333333333703e-01,0.000000000000000000e+00,3.385049365303243740e-01
1.383533151043492108e-03,3.333333333333333148e-01,5.000000000000000000e-01,7.561374795417348527e-02,3.333333333333333148e-01,0.000000000000000000e+00,2.500000000000000000e-01,2.499999999999999722e-01,0.000000000000000000e+00,2.094499294781382304e-01
2.631517446072588473e-02,4.444444444444444753e-01,3.750000000000000000e-01,1.738134206219312805e-01,3.333333333333333148e-01,0.000000000000000000e+00,3.750000000000000000e-01,3.333333333333333703e-01,0.000000000000000000e+00,2.031029619181946300e-01
4.290822407628128859e-02,5.555555555555555802e-01,5.000000000000000000e-01,1.741407528641571445e-01,3.333333333333333148e-01,0.000000000000000000e+00,3.750000000000000000e-01,3.333333333333333703e-01,0.000000000000000000e+00,1.692524682651621870e-01
2.477272196125172160e-02,4.444444444444444753e-01,1.000000000000000000e+00,1.335515548281505926e-01,3.333333333333333148e-01,0.000000000000000000e+00,3.750000000000000000e-01,2.499999999999999722e-01,3.333333333333333148e-01,1.861777150916784085e-01
5.001285377082895223e-02,6.666666666666665186e-01,7.500000000000000000e-01,1.152209492635024590e-01,3.333333333333333148e-01,5.000000000000000000e-01,3.750000000000000000e-01,4.166666666666666297e-01,3.333333333333333148e-01,1.650211565585331386e-01
5.630419032929023793e-02,6.666666666666665186e-01,5.000000000000000000e-01,1.792144026186579531e-01,6.666666666666666297e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.833333333333333703e-01,3.333333333333333148e-01,4.160789844851904284e-01
